V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277
P11,14103,12902,12253,11805,12003,11681,12629,11149,12014,12477,12862,13296,14715,13366,13084,11933,11991,11503,12832,11395,12092,12377,12318,13020,13954,12687,13267,11612,11809,11930,12668,11484,11933,12572,13126,13601,14008,12946,12866,12338,12440,12726,13620,12380,12678,12603,12997,13968,14871,12847,14134,12564,13181,13229,13910,12838,12998,13136,13393,16052,14783,14418,14399,12745,13281,13588,14367,12997,13094,13717,14114,14725,15777,13310,13778,13849,13936,13901,14753,13830,14521,14628,14786,15817,16132,14558,15264,14577,14578,14985,16252,14691,15082,15213,15612,16986,17213,15923,16373,14897,15546,15993,17278,15565,15955,15904,17268,18078,18996,16683,17422,16171,16555,17129,17636,16630,17017,16976,17997,18259,19493,17564,18371,16508,17733,18160,18761,17817,17547,17781,18904,19987,20571,18059,18729,18066,18289,18496,19638,17645,18076,18788,19030,19718,21529,19986,19608,18105,18890,20120,21364,19950,19386,19964,20122,21446,21678,20761,21944,19488,19744,20668,22012,20253,20558,20402,21525,22502,23048,21540,21610,19558,19709,21055,22122,20060,20008,19756,21206,23079,23861,21633,22306,18958,20728,21264,23507,21024,21272,20800,20898,23198,24641,21586,22990,20595,21275,21502,23346,21596,21224,21725,23106,24200,24963,23530,22841,21919,21313,21477,23604,22083,21452,21464,22396,23859,24205,22064,21288,19318,19976,20916,23148,21811,21174,20873,21081,23015,23769,21881,22825,19934,20411,20448,23514,21431,20649,20408,21961,23378,23668,21414,22736,19254,20347,20742,22022,21592,21021,20337,20615,21877,24364,24241,22546,20602,21393,22049,23090,22958,21111,20967,21394,22514,23767,21666,22389,20624,20627,20341,23045,22050,20978,21026,21621,22943
P12,9283,8220,7885,6892,6518,5795,5941,6203,6400,7284,8052,8994,8839,8399,8142,6917,6525,5679,5896,6145,6175,6828,7234,7465,8516,8312,7762,6936,6336,5704,5845,6126,6264,7167,7478,8679,8698,7508,8388,7062,6280,5586,5893,6130,6255,7086,7397,7761
P13,37840,36461,31284,29755,28852,26445,27304,24648,26541,31497,34607,38476,40401,35803,34625,31539,27832,26832,27852,25445,27835,33211,32912,37090,37368,35364,35245,30577,27995,27373,28096,25695,28378,32331,36459,38216,38987,34808,33495,33321,28877,28554,29341,26857,29417,31747,32622,37612,41010,33743,37272,32173,30186,29437,29851,27855,28966,32205,35187,39238,40587,39725,37821,32991,31556,29188,30715,27644,30208,33821,36532,40764,43788,35214,33311,33248,30950,29877,31192,28887,30319,34603,35735,39302,41558,36826,37493,35362,31710,30928,32356,29091,31350,35701,39452,42168,41861,39109,38313,35325,31554,31532,32623,29647,31797,35634,40031,43439,45444,39938,39762,36906,33424,32059,33043,31317,32755,37176,40022,41196,44834,38951,39657,37301,34592,32917,33733,31765,34027,36410,41681,46982,46003,38316,38902,36378,34814,33263,34549,31185,33637,38230,39166,43867,48413,43741,39717,37706,34473,33875,35323,32267,34036,40833,40821,45817,48410,43871,45204,38549,35517,34056,34722,31777,34334,38215,43534,49049,49102,46184,45315,38651,35318,34581,34814,31883,34479,36904,43774,51395,52455,46634,46887,37424,34797,34002,34934,31390,33767,36305,41207,48558,47970,42458,44391,35810,34994,33892,34958,32852,34984,40868,46068,51063,49858,45267,46466,41621,35456,34829,35999,32951,35723,40689,44212,51428,54715,46517,44383,37437,34504,33897,35266,32925,34530,39617,41899,50703,56344,48707,48300,38629,37284,34574,36041,33068,35119,40817,46721,57688,53906,45967,45566,35432,35106,33784,34204,32722,34322,38012,41916,48301,51089,54476,43150,40172,35247,33201,34123,32229,33257,38626,44261,49605,53756,49722,49503,40269,36875,33034,34777,31639,33182,37048,45230,50109
P14,31080,29674,30146,24146,25000,24431,23976,23480,24141,26501,28995,32954,31310,27064,28122,23945,23991,23533,23686,23865,23935,25654,27119,29019,29704,28673,27453,25499,25199,22830,23628,23436,23346,26400,27425,29059,30493,27031,29712,25634,22913,22549,23699,22719,23248,25066,27147,27554
P15,2933,2630,2649,2425,2426,2635,2801,2651,2523,2594,2646,3019,3017,2879,2859,2475,2550,2651,2876,2905,2541,2660,2652,3003,2970,2786,2791,2482,2519,2813,3210,3098,2771,2707,2891,2988,2966,2818,2837,2622,2739,3032,3350,3283,2995,2876,2972,3289,3238,2829,3020,2720,2880,3189,3417,3230,2927,2983,3206,3327,3421,3143,3355,2819,3024,3190,3719,3419,2932,3031,3083,3303,3387,3144,3330,3067,3135,3399,3959,3374,3157,3280,3318,3562,3512,3170,3480,3118,3197,3547,4299,4033,3344,3340,3409,3843,3695,3372,3495,3506,3350,3813,4311,4025,3353,3475,3541,3868,4102,3697,3785,3410,3611,4128,4831,4358,3719,3621,3652,4070,4254,3777,3944,3603,3825,4325,5085,4708,4083,4056,4137,4675,4584,3831,4092,3938,3908,4535,5260,4465,3969,4036,4143,4670,4399,4357,4422,3996,4197,4585,5367,4874,4215,4163,4177,4719,4484,4074,4153,3763,3838,4220,5157,4726,4129,3968,4137,4572,4545,4197,4272,3987,4074,4379,5246,4813,4214,4109,4350,4690,4853,4284,4373,3833,4281,4573,5021,5181,4286,4176,4383,4744,4627,4244,4465,4016,4320,4893,5855,5170,4397,4380,4439,4882,4916,4540,4270,4105,4408,5015,5830,5340,4598,4286,4311,4691,4653,4270,4399,3893,4206,4649,5479,4822,4193,4186,4192,4550,4665,4107,4325,3913,4178,4569,5342,5447,4239,4140,4070,4556,4583,4157,4422,3866,3974,4235,5462,4862,4372,4109,4352,4521,4777,4422,4230,3165,3822,4542,5614,4936,3998,4003,3928,4627,4671,3262,4109,3186,3777,4285,4822,4746,3961,4045,3953,4751
P16,1049,930,1004,875,955,727,794,1005,985,1072,1256,1456,1374,1282,1245,1067,975,951,1025,1022,993,1080,1243,1416,1451,1268,1264,1046,997,1009,1073,1077,1027,1091,1135,1325,1360,1217,1230,1151,1037,1021,1122,1121,1089,1146,1324,1585,1547,1278,1268,1185,1081,1074,1189,1145,1098,1194,1217,1458,1480,1417,1358,1210,1105,1146,1232,1247,1134,1291,1305,1512,1562,1448,1458,1254,1179,1136,1269,1249,1208,1257,1372,1568,1576,1500,1497,1267,1226,1210,1324,1283,1255,1325,1446,1648,1682,1485,1566,1289,1273,1294,1423,1361,1089,1324,1431,1593,1555,1406,1485,1280,1319,1323,1485,1433,1326,1466,1570,1732,1681,1544,1570,1397,1353,1382,1513,1466,1409,1430,1475,1641,1624,1528,1554,1324,1333,1307,1481,1472,1338,1422,1474,1650,1683,1538,1579,1357,1344,1343,1539,1452,1345,1445,1452,1517,1657,1482,1553,1309,1337,1330,1482,1518,1375,1395,1474,1586,1610,1653,1405,1311,1298,1329,1536,1523,1317,1347,1368,1589,1566,1451,1524,1326,1292,1311,1492,1484,1307,1349,1401,1562
P17,3229,2905,3152,2777,2689,2585,2688,2614,2749,2990,3226,3306,3393,3051,3123,2767,2673,2623,2716,2667,2727,3028,3213,3301,3382,3102,3228,2788,2783,2752,2795,2846,2789,3005,3150,3238,3443,3034,3201,2957,2879,2754,2910,2847,2906,3153,3279,3422,3477,3049,3200,2975,2879,2890,3026,2885,2987,3237,3229,3356,3506,3241,3346,3050,2998,3053,3099,3119,3011,3303,3312,3380,3503,3253,3347,3025,2990,2934,3080,3014,3050,3253,3342,3430,3501,3273,3400,3114,3111,3081,3175,3098,3138,3338,3499,3586,3713,3349,3568,3149,3250,3254,3370,3210,3212,3430,3541,3583,3637,3291,3491,3207,3312,3364,3501,3365,3288,3558,3583,3692,3771,3490,3565,3362,3304,3322,3426,3307,3357,3496,3448,3436,3514,3141,3336,2895,2973,2942,3209,3049,3074,3251,3280,3362,3477,3182,3344,3050,3069,3121,3281,3106,3144,3345,3321,3536,3595,3337,3485,3161,3253,3186,3341,3244,3243,3386,3464,3447,3487,3428,3276,3054,3081,3146,3273,3182,3087,3236,3269,3382,3536,3169,3380,3130,3094,3094,3309,3175,3109,3333,3325,3378
P18,2624,2336,2432,2126,2095,1990,2041,2023,2069,2201,2399,2665,2545,2214,2331,2049,2095,1982,1991,2028,2009,2186,2260,2432,2384,2223,2222,2086,2091,1943,1982,1991,1982,2189,2270,2354,2413,2185,2376,2144,2093,1908,2022,2000,1997,2220,2239,2382
P19,1458,1327,1455,1376,1386,1323,1338,1351,1348,1414,1419,1484,1475,1335,1459,1361,1735,1325,1374,1383,1366,1437,1411,1492,1490,1415,1476,1383,1411,1339,1390,1406,1387,1465,1446,1510,1533,1401,1548,1452,1458,1383,1443,1448,1429,1506,1488,1558
P20,21627,20004,20518,19161,19963,19412,20922,16395,19949,21024,20822,21172,21890,20909,21578,19893,20069,20025,21010,17036,20152,21014,20667,20444,21259,20189,21898,19693,20260,20606,21031,17297,20536,21199,21292,21340,21528,20521,21799,20021,21142,21095,22185,18505,21389,21650,21621,22155,23127,21093,23007,20562,21685,21624,23044,18369,21622,22413,22493,22030,23059,22266,23065,20575,21769,21753,22727,18195,21421,22623,21885,21821,23114,21608,22489,22018,22568,22597,24146,19236,23454,23971,23412,23387,24026,22435,24155,22407,22932,23646,25077,19995,23338,23921,23839,23630,23832,22865,24521,22425,23421,23999,25472,20688,24343,24719,24599,24960,25231,24657,25607,23085,24747,25321,25992,21899,25250,25459,25455,25003,26481,24383,26381,23635,25610,25697,27090,22739,25129,26346,25706,25638,27582,24827,26008,24407,25805,26562,28160,22089,25779,26789,26291,26062,27405,25984,27203,24937,26315,27983,29769,24259,26355,27202,26583,26664,27523,26692,28105,25584,26322,26884,29417,24110,27605,27709,27612,27794,28239,27023,28179,26057,27059,27842,30005,24095,27845,27926,27998,28173,29592,27436,29507,25405,27475,28427,31554,24867,28276,28533,28434,28290,29234,27051,29107,26079,28294,28941,31409,25694,27969,29094,28565,28491,29808,28419,28495,27195,27692,28631,31753,26040,28846,28386,27267,26949,27487,25725,26909,24337,25990,26447,29846,25370,27153,27170,26779,27055,28164,26757,28462,25650,26501,27245,31490,24864,27176,27805,27612,28729,28588,26902,28828,25775,27434,27991,30222,26580,29205,27824,27662,27629,28424,27971,27637,25048,26449,27977,30955,27006,26775,27113,26192,26668,27531,25727,26978,24299,25665,26137,29937,25471,26072,26362,25668,26072
P21,946,798,796,731,741,703,750,773,760,839,848,970,982,908,910,795,816,781,812,828,815,868,899,948,966,965,917,824,770,780,826,845,829,913,920,997,1039,882,949,846,830,800,823,832,818,910,900,942
P22,389,370,388,365,360,344,346,291,346,381,389,400,412,391,403,368,349,324,328,283,358,394,387,389,402,378,411,375,366,359,335,284,370,401,408,416,429,398,436,403,387,382,385,323,386,398,419,436,461,416,473,420,427,406,404,369,409,442,449,463,483,425,476,430,421,396,387,311,396,438,433,443,471,417,444,434,419,412,420,383,420,478,473,480,496,449,483,457,439,431,438,342,453,492,489,469,496,468,503,495,447,452,475,382,460,505,508,482,509,509,537,486,498,469,489,393,425,501,527,514,537,490,546,489,474,472,484,411,481,532,523,517,542,500,530,505,503,493,505,429,488,544,536,500,553,508,552,514,507,490,512,426,501,550,548,524,539,539,581,514,522,518,540,437,521,565,551,538,526,478,537,498,502,482,529,439,532,559,568,571,611,530,583,538,550,520,557,453,544,579,583,568,610,544,610,551,568,553,555,483,522,598,601,582,622,590,620,595,573,555,578,507,533,550,494,457,565,502,504,500,503,472,529,442,534,567,549,528,597,546,598,567,574,518,564,464,553,591,571,547,619,568,540,548,571,542,566,498,559,499,529,519,574,543,571,514,517,514,518,459,500,541,536,503,578,521,550,496,503,473,521,459,447,560,553,531
P23,749,638,652,570,537,500,544,546,551,632,646,751,703,658,658,563,537,497,527,540,550,628,640,763,724,734,687,608,580,547,573,595,584,665,678,742,773,650,704,613,556,522,544,556,555,630,630,665
P24,432,412,399,348,344,351,386,385,345,368,418,466,462,425,408,348,326,331,375,389,365,361,375,418,390,363,364,269,269,266,300,305,266,287,213,350,371,349,360,307,289,298,336,333,293,324,376,408,408,362,370,301,298,313,354,368,325,331,357,396,414,390,349,327,295,291,345,340,274,251,272,352,408,420,607,755,395,223,306,219,248,253,449,369
P25,722,702,689,589,482,474,504,504,496,590,656,800,804,721,680,555,518,485,513,511,506,575,695,821,833,790,756,611,562,553,573,547,537,646,784,882,936,826,802,640,600,560,577,584,570,643,751,888,830,733,778,665,589,590,635,627,593,710,844,972,942,791,761,693,633,621,673,666,661,684,705,813,862,742,763,572,533,501,544,613,530,634,702,800,863,783,713,641,605,593,602,613,566,703,740,906,961,855,849,707,651,579,651,647,602,705,856,923,925,910,765,670,632,566,638,615,581,591,703,892,843,719,751,640,560,559,575,614,555,639,710,884
P26,892,788,824,723,719,684,664,686,701,765,818,916,890,771,819,697,712,693,658,696,698,761,774,840,833,774,773,707,716,680,654,688,685,865,784,771,848,755,819,735,717,655,652,670,681,748,784,807
P27,6957,6431,6586,6082,6258,6183,6241,6309,6352,6859,6711,6798,6971,6466,6763,6292,6371,6302,6434,6185,6504,6909,6742,6855,6984,6301,6827,6260,6236,6372,6295,6207,6545,6777,6933,7098,6979,6390,6866,6358,6391,6427,6533,6565,6633,6895,6912,7019,8083,7221,7765,7019,7071,7009,7076,7255,7160,7816,7790,7931,8377,7822,7985,7217,7420,7199,7325,7487,7375,7857,8089,8406,8661,7624,7903,7600,7634,7545,7717,7835,7764,8512,8334,8657,8774,7815,8636,7999,7963,7880,8065,7749,8181,8777,8768,8979,9014,8149,8837,8010,7998,7935,8346,8052,8318,8836,8979,9333,9155,8622,9075,8260,8547,8184,8282,8430,8528,9049,9196,9222,9643,8602,9326,8487,8641,8434,8628,8813,8770,9432,9333,9589,9734,8723,9319,8624,8700,8555,8691,8837,8858,9406,9433,9877,10086,8996,9398,8689,8750,8569,8730,8759,8828,9411,9487,9861,10064,9429,9849,8936,8767,8606,8714,8656,8688,9400,9620,10128,10386,9435,10106,9204,9055,9069,9179,9149,9169,9680,9814,10412,10773,9536,10289,9298,9230,9382,9033,9232,9081,9885,9919,10521,10733,9671,10423,9164,9296,9218,9231,9217,9330,9994,10106,10572,11130,9955,10723,9419,9531,9429,9350,9411,9551,10358,10523,10814,10768,9681,9959,8792,8997,8986,8775,8731,8806,9458,9850,10104,10699,9780,10132,8987,8863,8979,9061,8969,9147,10203,10506,11134,10968,9808,10334,8851,8891,9325,9305,9283,9196,10193,10610,11073,10593,9794,9947,8998,8795,9108,9156,9105,8866,9823,8892,10730,7593,9609,9760,8765,8555,8889,8973,8899,8875,9863,10176,10569
P28,14925,13063,12425,10136,9056,8152,7536,7911,8601,10542,12631,14814,13528,12355,12248,9345,8681,7830,7800,8164,8586,10111,10936,12436,13465,12667,11518,10457,9246,8327,7912,8326,9015,10988,11634,14308,14310,12492,13021,10819,9371,8105,7919,8246,8811,10523,11739,12487
